phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6078681,http://hutoknepper.de/,http://www.phishtank.com/phish_detail.php?phish_id=6078681,2019-06-15 05:01:29+00:00,yes,2019-06-15T05:04:48+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6004978,http://clients.devtux.com/updates/payment/mweb.html,http://www.phishtank.com/phish_detail.php?phish_id=6004978,2019-04-10 08:29:15+00:00,yes,2019-04-16T00:13:18+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6002698,http://autoscurt24.de/90n8sne7sh74sw/8j8ah7hs7g37sh74s3/ma8he7sh7hs7e/ma78ah7ehs7ehs4d/m8he76hsx873433/ma8he7s4f45fvuuhs878grd/na7h7e8xhe78dh8eddrfc/login.html,http://www.phishtank.com/phish_detail.php?phish_id=6002698,2019-04-08 21:45:41+00:00,yes,2019-04-15T11:32:22+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5952974,http://everestmotors.com.np/style/gallery/est/verification.php,http://www.phishtank.com/phish_detail.php?phish_id=5952974,2019-03-01 07:20:31+00:00,yes,2019-03-02T20:02:29+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5947736,http://fb7927.bget.ru/to.php?id=1,http://www.phishtank.com/phish_detail.php?phish_id=5947736,2019-02-24 20:52:54+00:00,yes,2019-03-15T13:04:50+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
